article_index,baseline_rouge1,baseline_rouge2,baseline_rougeL,gpt2_rouge1,gpt2_rouge2,gpt2_rougeL
48,0.293040293040293,0.0885608856088561,0.18315018315018317,0.0704225352112676,0.014285714285714287,0.056338028169014086
49,0.13186813186813184,0.0,0.06593406593406592,0.27450980392156865,0.026490066225165563,0.1568627450980392
50,0.3093525179856115,0.13768115942028986,0.2733812949640288,0.17993079584775085,0.013937282229965155,0.08996539792387542
51,0.3876651982378855,0.14222222222222222,0.2907488986784141,0.17543859649122806,0.011834319526627219,0.10526315789473684
52,0.19310344827586207,0.05555555555555555,0.09655172413793103,0.23582766439909297,0.009111617312072893,0.10430839002267572
53,0.2162162162162162,0.06802721088435373,0.12837837837837837,0.178343949044586,0.0,0.1019108280254777
54,0.12676056338028172,0.0070921985815602835,0.05633802816901408,0.23194748358862144,0.030769230769230767,0.1050328227571116
55,0.06504065040650406,0.01639344262295082,0.024390243902439025,0.22568093385214008,0.03137254901960784,0.14007782101167313
56,0.29283489096573206,0.08777429467084638,0.20560747663551404,0.21721311475409838,0.012345679012345678,0.10655737704918035
57,0.10227272727272728,0.034482758620689655,0.07954545454545454,0.17600000000000002,0.0,0.08000000000000002
58,0.21409921671018275,0.05774278215223096,0.1514360313315927,0.20180180180180177,0.0108499095840868,0.10090090090090088
59,0.21904761904761905,0.009615384615384616,0.11428571428571428,0.21406727828746178,0.018461538461538463,0.1345565749235474
60,0.22012578616352202,0.07594936708860758,0.1069182389937107,0.16993464052287582,0.021881838074398245,0.09586056644880174
61,0.18543046357615894,0.013333333333333332,0.09271523178807947,0.278372591006424,0.04301075268817204,0.12419700214132762
62,0.19335347432024166,0.0547112462006079,0.07250755287009063,0.2573099415204679,0.035225048923679066,0.1364522417153996
63,0.0896551724137931,0.034722222222222224,0.05517241379310345,0.15902140672782877,0.024615384615384615,0.09785932721712537
64,0.11450381679389313,0.007692307692307692,0.06870229007633587,0.19282511210762332,0.02702702702702702,0.09865470852017938
65,0.23564954682779457,0.060790273556231,0.17522658610271902,0.2495126705653021,0.015655577299412915,0.13255360623781678
66,0.24299065420560745,0.08150470219435738,0.12461059190031153,0.1837160751565762,0.012578616352201257,0.0918580375782881
67,0.37623762376237624,0.18,0.3267326732673267,0.17008797653958943,0.011799410029498527,0.07624633431085043
68,0.10084033613445378,0.011267605633802816,0.05602240896358543,0.17777777777777778,0.0,0.1037037037037037
69,0.043478260869565216,0.0,0.034782608695652174,0.19402985074626863,0.015,0.11442786069651743
70,0.18947368421052632,0.037037037037037035,0.07894736842105263,0.21200000000000002,0.012048192771084338,0.104
71,0.08536585365853658,0.012269938650306747,0.07317073170731707,0.23790322580645162,0.02024291497975709,0.1370967741935484
72,0.20454545454545459,0.04580152671755726,0.1212121212121212,0.18571428571428572,0.009569377990430623,0.09523809523809523
73,0.19999999999999998,0.08620689655172414,0.10285714285714284,0.23076923076923078,0.038610038610038616,0.12692307692307692
74,0.1340782122905028,0.03389830508474577,0.1005586592178771,0.11331444759206799,0.011396011396011397,0.08498583569405099
75,0.364963503649635,0.18382352941176472,0.27737226277372257,0.1567398119122257,0.0,0.09404388714733543
76,0.08583690987124465,0.0,0.05150214592274678,0.17021276595744683,0.004750593824228029,0.08510638297872342
77,0.23631123919308358,0.0463768115942029,0.09798270893371758,0.24324324324324326,0.01937984496124031,0.12355212355212356
78,0.44029850746268656,0.15789473684210525,0.417910447761194,0.21350762527233114,0.0350109409190372,0.09150326797385622
79,0.31481481481481477,0.13084112149532712,0.24074074074074073,0.4069767441860465,0.11764705882352941,0.20930232558139533
80,0.2321899736147757,0.04774535809018567,0.1213720316622691,0.2782931354359926,0.0260707635009311,0.11502782931354359
81,0.2777777777777778,0.09345794392523364,0.2037037037037037,0.2271604938271605,0.034739454094292806,0.10864197530864197
82,0.5365853658536586,0.3251231527093596,0.46829268292682924,0.22500000000000003,0.031446540880503145,0.10625000000000001
83,0.25622775800711745,0.043010752688172046,0.10676156583629894,0.062111801242236024,0.0,0.049689440993788817
84,0.1641025641025641,0.05670103092783506,0.09743589743589744,0.2491349480968858,0.04166666666666667,0.11418685121107267
85,0.19411764705882348,0.04142011834319527,0.11764705882352942,0.125,0.0,0.06874999999999999
86,0.096,0.016129032258064516,0.064,0.22448979591836732,0.015384615384615384,0.11224489795918366
87,0.20338983050847456,0.06837606837606837,0.13559322033898305,0.18528610354223435,0.0273972602739726,0.09264305177111717
88,0.24778761061946905,0.047477744807121657,0.12389380530973453,0.2369942196531792,0.06976744186046512,0.17341040462427745
89,0.1739130434782609,0.03278688524590164,0.09782608695652173,0.25609756097560976,0.008163265306122448,0.11788617886178862
90,0.2785714285714285,0.10071942446043165,0.17857142857142858,0.11857707509881422,0.0,0.07114624505928853
91,0.16119402985074627,0.042042042042042045,0.10149253731343283,0.058823529411764705,0.0,0.050420168067226885
92,0.17098445595854925,0.020833333333333332,0.08290155440414508,0.20284697508896796,0.014285714285714285,0.09608540925266904
93,0.18095238095238098,0.0,0.1238095238095238,0.20512820512820512,0.028653295128939823,0.10256410256410256
94,0.27764705882352936,0.0756501182033097,0.16470588235294117,0.2566666666666667,0.026755852842809364,0.12333333333333334
95,0.14285714285714288,0.021276595744680854,0.0582010582010582,0.3100189035916824,0.03795066413662239,0.15879017013232516
96,0.2738095238095238,0.05988023952095809,0.1488095238095238,0.12195121951219513,0.00819672131147541,0.0975609756097561
97,0.0,0.0,0.0,0.11678832116788321,0.007326007326007326,0.08394160583941605
98,0.33701657458563533,0.12222222222222223,0.2707182320441989,0.12337662337662339,0.0,0.08441558441558442
99,0.10526315789473684,0.01764705882352941,0.07602339181286549,0.24568138195777353,0.034682080924855495,0.1305182341650672
100,0.06698564593301436,0.009661835748792272,0.04784688995215311,0.18750000000000003,0.009661835748792268,0.09134615384615383
101,0.24369747899159666,0.06779661016949153,0.1092436974789916,0.17177914110429446,0.0,0.09202453987730062
102,0.22323462414578585,0.08695652173913042,0.13211845102505695,0.14357262103505844,0.010050251256281407,0.08347245409015025
103,0.2747252747252747,0.12222222222222222,0.23076923076923078,0.18779342723004694,0.047393364928909956,0.13145539906103285
104,0.30303030303030304,0.10204081632653061,0.19191919191919188,0.23529411764705882,0.0,0.10294117647058823
105,0.2076923076923077,0.06201550387596899,0.13846153846153847,0.22797927461139894,0.026041666666666664,0.16580310880829016
106,0.10759493670886076,0.006369426751592356,0.056962025316455694,0.1761904761904762,0.028708133971291867,0.1
107,0.15695067264573992,0.02252252252252252,0.08520179372197309,0.2794348508634223,0.028346456692913382,0.13186813186813184
108,0.29523809523809524,0.11538461538461539,0.2,0.16216216216216214,0.0,0.1081081081081081
109,0.1829652996845426,0.025396825396825393,0.10725552050473186,0.2801120448179272,0.016901408450704227,0.11204481792717087
110,0.2183098591549296,0.056737588652482275,0.10563380281690139,0.23893805309734517,0.031111111111111107,0.1283185840707965
111,0.19178082191780824,0.05509641873278237,0.10410958904109589,0.16666666666666663,0.01675977653631285,0.08333333333333331
112,0.2229299363057325,0.038461538461538464,0.11464968152866241,0.22543352601156072,0.02325581395348837,0.12138728323699421
113,0.17791411042944785,0.024691358024691357,0.0736196319018405,0.22471910112359547,0.011278195488721806,0.11985018726591759
114,0.25855513307984795,0.04597701149425287,0.11406844106463879,0.26229508196721313,0.03305785123966942,0.15573770491803277
115,0.3964757709251101,0.16,0.16740088105726872,0.21529745042492918,0.017094017094017092,0.11898016997167138
116,0.06250000000000001,0.0,0.04166666666666667,0.14970059880239522,0.012048192771084338,0.0838323353293413
117,0.11009174311926606,0.02461538461538462,0.03669724770642202,0.273542600896861,0.03153153153153153,0.13004484304932737
118,0.21705426356589147,0.0546875,0.10852713178294573,0.17508417508417506,0.0,0.11447811447811448
119,0.06489675516224189,0.017804154302670624,0.041297935103244844,0.3153692614770459,0.028056112224448895,0.13972055888223553
120,0.1941747572815534,0.04560260586319218,0.11003236245954692,0.23949579831932774,0.025316455696202528,0.1092436974789916
121,0.24043715846994532,0.13259668508287292,0.20765027322404372,0.1038961038961039,0.0,0.06493506493506493
122,0.1218274111675127,0.03076923076923077,0.08121827411167512,0.16806722689075632,0.00847457627118644,0.10084033613445378
123,0.5217391304347826,0.2868525896414343,0.43478260869565216,0.19285714285714287,0.021582733812949638,0.10714285714285714
124,0.24,0.04040404040404041,0.13,0.1037037037037037,0.0,0.059259259259259255
125,0.07534246575342465,0.034482758620689655,0.06164383561643836,0.2830188679245283,0.02843601895734597,0.12264150943396224
126,0.14285714285714285,0.03333333333333333,0.09890109890109891,0.096,0.0,0.07200000000000001
127,0.14634146341463417,0.049079754601226995,0.07926829268292683,0.1661129568106312,0.006688963210702341,0.08637873754152825
128,0.16666666666666666,0.03225806451612903,0.07692307692307693,0.19381443298969073,0.02070393374741201,0.10721649484536082
129,0.17307692307692307,0.04830917874396135,0.12019230769230771,0.20384615384615384,0.019305019305019305,0.1076923076923077
130,0.2608695652173913,0.12087912087912087,0.1956521739130435,0.2339622641509434,0.06083650190114067,0.13584905660377358
131,0.11299435028248588,0.022727272727272728,0.06214689265536723,0.2615384615384615,0.030888030888030885,0.1346153846153846
132,0.1206896551724138,0.017391304347826087,0.0603448275862069,0.16831683168316833,0.009950248756218905,0.09405940594059405
133,0.2087912087912088,0.06077348066298343,0.14835164835164835,0.16835016835016836,0.027118644067796613,0.09427609427609428
134,0.37237237237237236,0.1148036253776435,0.18618618618618618,0.3164835164835165,0.04415011037527594,0.14505494505494507
135,0.20800000000000002,0.06451612903225805,0.10400000000000001,0.05460750853242321,0.020618556701030927,0.05460750853242321
136,0.19886363636363638,0.06857142857142857,0.125,0.26804123711340205,0.04968944099378882,0.15257731958762885
137,0.22837370242214533,0.0627177700348432,0.1314878892733564,0.19148936170212766,0.017094017094017096,0.08936170212765958
138,0.22939068100358426,0.014440433212996389,0.07885304659498207,0.30894308943089427,0.043596730245231606,0.16260162601626016
139,0.1904761904761905,0.038461538461538464,0.15238095238095237,0.12941176470588237,0.01775147928994083,0.07647058823529412
140,0.2589928057553956,0.10869565217391304,0.1366906474820144,0.26086956521739135,0.03278688524590164,0.13586956521739132
141,0.2465753424657534,0.06611570247933884,0.136986301369863,0.17241379310344826,0.028901734104046246,0.11494252873563218
142,0.226537216828479,0.03257328990228013,0.1035598705501618,0.08733624454148471,0.0,0.0611353711790393
143,0.24221453287197234,0.027874564459930314,0.08304498269896193,0.26932668329177056,0.03508771929824562,0.1396508728179551
144,0.3532219570405728,0.11990407673860909,0.20047732696897377,0.32467532467532473,0.03908794788273615,0.13961038961038957
145,0.08510638297872339,0.017167381974248927,0.05106382978723404,0.16296296296296295,0.009925558312655087,0.09382716049382715
146,0.17567567567567566,0.07482993197278912,0.15540540540540543,0.13071895424836602,0.0,0.08278867102396514
147,0.17948717948717952,0.043103448275862065,0.11111111111111112,0.2832618025751073,0.03463203463203463,0.14592274678111586
148,0.13538461538461538,0.01238390092879257,0.08615384615384616,0.12156862745098038,0.0,0.0823529411764706
149,0.17563739376770537,0.017094017094017092,0.0793201133144476,0.21782178217821782,0.031809145129224656,0.12277227722772278
150,0.2037037037037037,0.028037383177570093,0.0925925925925926,0.18726591760299624,0.03018867924528302,0.10486891385767791
151,0.11194029850746269,0.0,0.05970149253731344,0.16452442159383032,0.015503875968992248,0.08740359897172237
152,0.21904761904761905,0.04807692307692307,0.10476190476190476,0.13675213675213677,0.0057306590257879654,0.08547008547008546
153,0.14364640883977903,0.02777777777777778,0.08839779005524862,0.1941747572815534,0.0,0.10097087378640777
154,0.14164305949008502,0.011396011396011395,0.06798866855524079,0.04580152671755725,0.0,0.03816793893129771
155,0.2967741935483871,0.08441558441558442,0.15483870967741936,0.26258205689277897,0.013186813186813187,0.10940919037199125
156,0.24324324324324323,0.07608695652173912,0.15135135135135136,0.25130890052356025,0.014010507880910683,0.12216404886561953
157,0.22222222222222224,0.03550295857988166,0.10526315789473682,0.1889763779527559,0.015873015873015872,0.12598425196850394
158,0.18775510204081633,0.02469135802469136,0.11428571428571428,0.2541176470588235,0.037825059101654845,0.12705882352941175
159,0.059113300492610835,0.0,0.03940886699507389,0.17064846416382254,0.01374570446735395,0.10238907849829354
160,0.17534246575342466,0.03856749311294766,0.09315068493150684,0.31675874769797424,0.04066543438077635,0.14732965009208104
161,0.21839080459770113,0.09302325581395349,0.17241379310344826,0.12244897959183673,0.0136986301369863,0.06802721088435375
162,0.08264462809917356,0.016666666666666666,0.06611570247933884,0.19451371571072318,0.010025062656641605,0.1197007481296758
163,0.3116883116883117,0.16993464052287582,0.1818181818181818,0.2696629213483146,0.04514672686230248,0.1348314606741573
164,0.13658536585365855,0.04926108374384236,0.06829268292682927,0.09999999999999999,0.005917159763313609,0.058823529411764705
165,0.2867383512544802,0.10830324909747292,0.18637992831541217,0.20674157303370788,0.013544018058690745,0.10337078651685394
166,0.24390243902439024,0.10837438423645322,0.16585365853658535,0.1977401129943503,0.05113636363636363,0.12429378531073447
167,0.28834355828220865,0.05555555555555555,0.17177914110429446,0.23611111111111108,0.02797202797202797,0.13194444444444445
168,0.10031347962382445,0.012618296529968454,0.06269592476489029,0.1943844492440605,0.0,0.11663066954643629
169,0.1276595744680851,0.024464831804281346,0.0851063829787234,0.30841121495327106,0.04694835680751174,0.14485981308411214
170,0.22976501305483024,0.05249343832020997,0.1409921671018277,0.23913043478260873,0.013100436681222707,0.12173913043478261
171,0.1509433962264151,0.02857142857142857,0.0849056603773585,0.27586206896551724,0.03488372093023256,0.19540229885057472
172,0.14285714285714285,0.04444444444444444,0.0879120879120879,0.07741935483870968,0.0,0.05161290322580645
173,0.27586206896551724,0.11356466876971608,0.21943573667711602,0.21006564551422321,0.02197802197802198,0.08315098468271336
174,0.5909090909090909,0.366412213740458,0.5909090909090909,0.18072289156626503,0.024242424242424242,0.0963855421686747
175,0.31197771587743733,0.08963585434173671,0.12813370473537603,0.1923076923076923,0.012903225806451615,0.10256410256410256
176,0.1605351170568562,0.03367003367003367,0.09364548494983278,0.21971830985915497,0.011331444759206798,0.12394366197183099
177,0.015544041450777204,0.0,0.015544041450777204,0.08527131782945736,0.003891050583657587,0.050387596899224806
178,0.14177215189873416,0.03053435114503817,0.08607594936708861,0.2746615087040619,0.027184466019417472,0.13152804642166344
179,0.16027874564459932,0.028070175438596492,0.09756097560975609,0.1694915254237288,0.006825938566552901,0.10847457627118644
180,0.19801980198019803,0.06999999999999999,0.1881188118811881,0.21111111111111108,0.05027932960893854,0.11666666666666667
181,0.12682926829268293,0.014705882352941178,0.05365853658536585,0.10483870967741936,0.012145748987854251,0.05645161290322581
182,0.26366559485530544,0.058252427184466014,0.1157556270096463,0.18454935622317598,0.0,0.09012875536480688
183,0.17647058823529413,0.03763440860215054,0.09625668449197862,0.15472779369627504,0.011527377521613834,0.10315186246418337
184,0.093841642228739,0.011799410029498525,0.0469208211143695,0.19723865877712035,0.011881188118811881,0.1222879684418146
185,0.11538461538461538,0.012903225806451613,0.05128205128205127,0.0,0.0,0.0
186,0.297029702970297,0.0874751491053678,0.1306930693069307,0.23233908948194662,0.015748031496062992,0.1130298273155416
187,0.22826086956521738,0.054644808743169404,0.10326086956521739,0.27952755905511806,0.019762845849802372,0.1141732283464567
188,0.1198501872659176,0.030188679245283023,0.06741573033707865,0.15538847117794488,0.0,0.11528822055137844
189,0.182741116751269,0.05612244897959184,0.11167512690355329,0.2304147465437788,0.027777777777777776,0.14285714285714285
190,0.20327868852459016,0.052805280528052806,0.07868852459016393,0.24497991967871485,0.03629032258064516,0.13253012048192772
191,0.25742574257425743,0.09,0.15841584158415842,0.10909090909090909,0.0,0.07878787878787878
192,0.0857142857142857,0.009615384615384614,0.0761904761904762,0.15772870662460567,0.025396825396825393,0.08832807570977917
193,0.1881533101045296,0.03508771929824561,0.11149825783972125,0.14285714285714288,0.0,0.06926406926406926
194,0.15000000000000002,0.0,0.09166666666666667,0.24324324324324326,0.03636363636363637,0.14414414414414414
195,0.14792899408284024,0.017857142857142856,0.08284023668639054,0.14965986394557823,0.0410958904109589,0.10884353741496597
196,0.22485207100591711,0.08383233532934131,0.21301775147928995,0.12639405204460966,0.02247191011235955,0.08178438661710036
197,0.23529411764705882,0.05070422535211268,0.10644257703081234,0.12605042016806725,0.012658227848101266,0.07142857142857142
198,0.13617021276595745,0.034334763948497854,0.07659574468085106,0.15827338129496402,0.009638554216867469,0.11031175059952038
199,0.25,0.11304347826086956,0.1724137931034483,0.25133689839572193,0.021505376344086023,0.12834224598930483
200,0.411764705882353,0.20430107526881722,0.24598930481283424,0.05017921146953406,0.0,0.04301075268817204
201,0.14465408805031446,0.03164556962025317,0.08176100628930819,0.24561403508771926,0.01762114537444934,0.11842105263157895
202,0.4134615384615385,0.21359223300970878,0.2692307692307693,0.23140495867768593,0.06722689075630252,0.13223140495867766
203,0.29891304347826086,0.10382513661202185,0.20108695652173914,0.38502673796791437,0.08228980322003578,0.1532976827094474
204,0.08144796380090498,0.009090909090909092,0.04072398190045249,0.23042836041358938,0.02074074074074074,0.13884785819793205
205,0.0844155844155844,0.013071895424836602,0.045454545454545456,0.272552783109405,0.01926782273603083,0.12284069097888675
206,0.2605633802816901,0.049645390070921995,0.11971830985915494,0.19047619047619047,0.018223234624145785,0.09523809523809523
207,0.22826086956521738,0.060109289617486336,0.15760869565217392,0.28025477707006374,0.04264392324093816,0.15711252653927812
208,0.14743589743589744,0.01935483870967742,0.0705128205128205,0.282560706401766,0.017738359201773836,0.16335540838852095
209,0.1271186440677966,0.03418803418803419,0.06779661016949154,0.1464788732394366,0.0113314447592068,0.09577464788732394
210,0.13504823151125403,0.045307443365695796,0.10932475884244372,0.0905349794238683,0.016597510373443983,0.07407407407407407
211,0.16974169741697417,0.029739776951672865,0.0959409594095941,0.1764705882352941,0.0,0.10084033613445378
212,0.12318840579710146,0.021897810218978103,0.07246376811594205,0.18907563025210083,0.02531645569620253,0.09243697478991596
213,0.13414634146341464,0.018404907975460124,0.04268292682926829,0.29880478087649404,0.015999999999999997,0.1394422310756972
214,0.14790996784565916,0.038834951456310676,0.07717041800643086,0.2851485148514851,0.04771371769383697,0.13465346534653463
215,0.21621621621621623,0.05447470817120622,0.13899613899613902,0.14385150812064965,0.018648018648018648,0.07888631090487239
216,0.14501510574018128,0.0364741641337386,0.048338368580060416,0.27111984282907664,0.03550295857988166,0.12966601178781925
217,0.1758241758241758,0.05166051660516605,0.1098901098901099,0.24215246636771304,0.04054054054054054,0.13452914798206278
218,0.41520467836257313,0.18823529411764703,0.3859649122807018,0.22675736961451248,0.05011389521640091,0.14058956916099774
219,0.1863013698630137,0.03856749311294765,0.09315068493150686,0.12286689419795221,0.020618556701030927,0.06825938566552901
220,0.11450381679389314,0.007692307692307692,0.061068702290076333,0.17757009345794392,0.0,0.07476635514018691
221,0.3883495145631068,0.1824104234527687,0.2524271844660194,0.305439330543933,0.07983193277310924,0.15062761506276148
222,0.22614840989399293,0.04270462633451957,0.127208480565371,0.1773399014778325,0.0,0.10344827586206896
223,0.17956656346749225,0.037383177570093455,0.0743034055727554,0.19607843137254904,0.023715415019762844,0.11764705882352941
224,0.24475524475524474,0.07746478873239437,0.17482517482517484,0.03508771929824561,0.0,0.03508771929824561
225,0.20261437908496735,0.032894736842105254,0.0784313725490196,0.19805825242718442,0.011695906432748537,0.11650485436893203
226,0.24806201550387597,0.09375000000000001,0.11627906976744186,0.1902173913043478,0.032786885245901634,0.12499999999999997
227,0.2737642585551331,0.11494252873563218,0.1673003802281369,0.2396694214876033,0.04166666666666667,0.1239669421487603
228,0.31939163498098855,0.17624521072796934,0.27376425855513303,0.24336283185840707,0.03111111111111111,0.14601769911504425
229,0.23564954682779454,0.0364741641337386,0.09667673716012085,0.23333333333333336,0.012552301255230125,0.12083333333333332
230,0.13991769547325106,0.03319502074688797,0.09053497942386832,0.2773333333333333,0.04289544235924933,0.14933333333333332
231,0.2037533512064343,0.059299191374663066,0.128686327077748,0.203125,0.00392156862745098,0.109375
232,0.36548223350253806,0.1641025641025641,0.19289340101522842,0.10169491525423728,0.011428571428571429,0.06779661016949154
233,0.3106796116504854,0.09771986970684039,0.14886731391585759,0.2666666666666667,0.027713625866050806,0.12873563218390804
234,0.1660079051383399,0.07171314741035856,0.11857707509881422,0.18497109826589594,0.0,0.08092485549132948
235,0.303951367781155,0.04281345565749235,0.10942249240121579,0.24836601307189543,0.02188183807439825,0.11328976034858387
236,0.1638418079096045,0.028409090909090908,0.10169491525423728,0.17191977077363896,0.02881844380403458,0.09169054441260746
237,0.2547169811320754,0.08530805687203791,0.09905660377358491,0.18918918918918917,0.027131782945736434,0.10424710424710425
238,0.255,0.045226130653266326,0.12,0.2542056074766355,0.011257035647279548,0.14953271028037382
239,0.18589743589743588,0.03870967741935484,0.08333333333333334,0.2949308755760368,0.041666666666666664,0.1336405529953917
240,0.27751196172248804,0.04830917874396135,0.1722488038277512,0.22222222222222227,0.04750593824228029,0.13711583924349882
241,0.1970149253731343,0.04804804804804805,0.07164179104477611,0.2505307855626327,0.008528784648187633,0.14012738853503184
242,0.32506887052341593,0.1329639889196676,0.1432506887052342,0.24489795918367346,0.037243947858473,0.11131725417439703
243,0.1776061776061776,0.015564202334630352,0.1003861003861004,0.22969187675070027,0.016901408450704224,0.11204481792717087
244,0.31250000000000006,0.11949685534591195,0.21250000000000002,0.09686609686609686,0.022922636103151862,0.07407407407407408
245,0.4780487804878049,0.2660098522167488,0.46829268292682924,0.11506849315068493,0.005509641873278237,0.0821917808219178
246,0.24698795180722888,0.09696969696969696,0.12650602409638553,0.12142857142857144,0.0,0.0857142857142857
247,0.27390180878552967,0.06753246753246753,0.13436692506459946,0.291044776119403,0.0449438202247191,0.1455223880597015
248,0.06923076923076922,0.0,0.046153846153846156,0.2785714285714286,0.0,0.15714285714285714
249,0.17777777777777778,0.10112359550561799,0.1111111111111111,0.056338028169014086,0.0,0.056338028169014086
250,0.20512820512820512,0.10389610389610389,0.1282051282051282,0.12142857142857143,0.0,0.09285714285714286
251,0.19135802469135801,0.012422360248447206,0.08641975308641975,0.21388367729831145,0.011299435028248588,0.10131332082551593
252,0.25136612021857924,0.07142857142857142,0.09836065573770492,0.24411134903640258,0.06021505376344086,0.10706638115631692
253,0.23312883435582823,0.043209876543209874,0.14110429447852763,0.26086956521739135,0.03056768558951965,0.12173913043478261
254,0.2905982905982906,0.1206896551724138,0.19658119658119655,0.2377622377622378,0.0425531914893617,0.16783216783216784
255,0.21578947368421053,0.0582010582010582,0.10526315789473684,0.28901734104046245,0.030947775628626696,0.13102119460500963
